channel,w,step,val_acc,val_macro_f1,time_sec
0,40,10,0.65,0.6239994839753972,3.4197439000054146
0,48,12,0.625,0.6060800976148603,3.664566700004798
0,32,8,0.6166666666666667,0.5804086161335903,5.162432600001921
0,24,6,0.5583333333333333,0.5392155537373765,6.359815600000729
0,16,4,0.525,0.5016304334067493,9.811437199998181
