channel,w,step,val_acc,val_macro_f1,time_sec
0,16,4,0.5,0.48531597408001903,11.586893199993938
0,32,8,0.44166666666666665,0.41989781337348303,4.849462899997889
0,40,10,0.43333333333333335,0.4075972760183286,4.07474430000002
0,48,12,0.425,0.4005604232450179,4.251376399995934
0,24,6,0.4083333333333333,0.39581865163260516,7.463239100005012
