channel,accuracy,macro_f1,time_sec
0,0.852198990627253,0.850426457262571,16.836620399997628
6,0.8428262436914203,0.8425227956173821,15.921509400002833
1,0.7671232876712328,0.765927913424314,18.181419599997753
4,0.7361211247296323,0.7368120074957876,19.04163200000039
7,0.7166546503244412,0.7165483326439009,15.9198103000017
5,0.6878154289834174,0.6824479284156704,16.675889600002847
2,0.6294160057678443,0.6230798057424911,17.417775499998243
8,0.6236481614996395,0.6113321277800061,16.594721199995547
3,0.5573179524152848,0.5451850366799411,17.668479100000695
