channel,accuracy,macro_f1,time_sec
6,0.4987179487179487,0.4742001335216975,18.00077169999713
0,0.48205128205128206,0.46223689803101636,16.96992759999557
4,0.45,0.44703535060363303,16.077260600002774
7,0.45897435897435895,0.44577972860317905,19.02153079999698
5,0.4596153846153846,0.4370941732929092,16.18024489999516
1,0.4326923076923077,0.4240184321100025,15.83098460000474
3,0.45384615384615384,0.42100726632094415,15.88872519999859
8,0.4096153846153846,0.4039366259743211,17.429019800001697
2,0.40192307692307694,0.39646620684946027,15.772384700001567
