channel,accuracy,macro_f1,time_sec
0,0.6087546657617916,0.6022562101405623,6.343830100006016
6,0.6006107906345436,0.601202779714053,6.676069400004053
1,0.4801493043773329,0.47474409415596935,6.560102700001153
8,0.4842212419409569,0.4624807291195901,7.274299299999257
2,0.4594502884289108,0.4473858574231546,6.684773599998152
7,0.4574143196470987,0.44031892198332473,6.33755519999977
5,0.46114692908042076,0.4391537582124494,6.331447600001411
3,0.42280285035629456,0.412153107880359,6.832418200006941
4,0.42789277231082457,0.41178876278454246,6.471920600000885
